particle charge	B0	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	relative error min	relative error max	min radius	max radius
-100	-4110.603911017004	-3629.220387068198	-1194.181106203451	-156.97053353596	-0.362391259325766	1.323031194602705	-0.03152065418071485	-0.01040683011610676	0.00101151528591658	1.485035721604088e-05	-1.11206611948208e-05	9.831711239958845e-07	4.184961811510745e-09	-1.034682499958334e-08	1.158600389945129e-09	-3.004639017629996e-11	-8.610563704291687e-12	1.345529504694638e-12	-6.196972315325418e-14	-8.370448336316499e-15	1.593104111414407e-15	-2.94430715287018e-17	-2.141107433982294e-17	-8.757978607292713e-19	2.605766009944332e-05	0.004294445508245759	2e-10	1e-05
-99	-4068.725067439852	-3588.246706861545	-1179.127835775544	-154.6761582278242	-0.320181060215419	1.303011033182985	-0.03145755153427574	-0.01021736005279877	0.0009977824860533425	1.411248601528601e-05	-1.091152888426298e-05	9.689939187414553e-07	3.587214947385611e-09	-1.012894947034474e-08	1.138886892975086e-09	-2.998367270435666e-11	-8.40292816377995e-12	1.319288564436767e-12	-6.115897217305721e-14	-8.156896510629161e-15	1.56013633793713e-15	-2.921919325691577e-17	-2.093743242294554e-17	-8.54896505613997e-19	5.962662470437863e-07	0.004404451645841578	2e-10	1e-05
-98	-4023.966435600549	-3544.643696639081	-1163.175287383674	-152.2564936433791	-0.2768368475986928	1.281919637091451	-0.03137847699663709	-0.01001872438913324	0.0009832672053649593	1.335068257522632e-05	-1.069244338196015e-05	9.540368790855537e-07	2.973655647660606e-09	-9.901269305826576e-09	1.118184313050116e-09	-2.990572454982199e-11	-8.186521304559721e-12	1.291821058769431e-12	-6.030095689255797e-14	-7.934548097279797e-15	1.525672317447308e-15	-2.897658182861981e-17	-2.044297585462471e-17	-8.331085177688842e-19	3.471964377443904e-06	0.004513452938189277	2e-10	1e-05
-97	-3976.254470838657	-3498.345904438139	-1146.301731211026	-149.7086397701816	-0.2323466504803191	1.259732454484497	-0.03128290455260193	-0.00981072531870739	0.0009679508710326537	1.256459990316559e-05	-1.046319232339274e-05	9.382818063359144e-07	2.34413597542481e-09	-9.663583947006728e-09	1.096470789470709e-09	-2.981203381011217e-11	-7.961173262048806e-12	1.263101194361725e-12	-5.939453521097895e-14	-7.703237074698108e-15	1.489681322404348e-15	-2.87147106513921e-17	-1.992728878629359e-17	-8.104167414826485e-19	8.741516887345036e-06	0.004621322870165701	2e-10	1e-05
-96	-3925.514750786275	-3449.287171726598	-1128.485232929262	-147.0296754254387	-0.1866991387430784	1.236424766110051	-0.03117029628053146	-0.009593164322559243	0.0009518147496266202	1.175389921906801e-05	-1.022356271778246e-05	9.217103596343987e-07	1.698518345683835e-09	-9.415692739084957e-09	1.07372435413863e-09	-2.97020763690455e-11	-7.726714667478148e-12	1.233103124236196e-12	-5.843855399454683e-14	-7.462798187443606e-15	1.452132604930222e-15	-2.843304425976184e-17	-1.938995579691155e-17	-7.868040733391589e-19	2.788655047858413e-05	0.004727930353525478	2e-10	1e-05
-95	-3871.67212905922	-3397.400776101461	-1109.703703588923	-144.216665451842	-0.1398837195385746	1.211971747176209	-0.03104010289827091	-0.009365842726853535	0.0009348399905574102	1.091825184266982e-05	-9.973341560647047e-06	9.043040998528062e-07	1.036677009188222e-09	-9.157395559379558e-09	1.049922990437667e-09	-2.957531630976766e-11	-7.482977238432467e-12	1.201801024567887e-12	-5.743185160453564e-14	-7.213067553447863e-15	1.41299549281642e-15	-2.813103909139431e-17	-1.88305632652894e-17	-7.622535224211821e-19	3.105299800409966e-06	0.004833137818506139	2e-10	1e-05
-94	-3814.65075946121	-3342.619458128554	-1089.934910634622	-141.2666626095045	-0.09189059448295728	1.186348484214916	-0.03089176356564837	-0.009128561881649675	0.0009170076366122422	1.005734013534544e-05	-9.712316034840959e-06	8.86044500985069e-07	3.584989006464313e-10	-8.888493039466304e-09	1.025044651109083e-09	-2.943120570345136e-11	-7.229794003944036e-12	1.169169120506829e-12	-5.637325848335765e-14	-6.953882901364239e-15	1.372239423037263e-15	-2.78081435177527e-17	-1.824869986779845e-17	-7.367482330247361e-19	2.145850243717717e-06	0.004936802305891774	2e-10	1e-05
-93	-3754.374092559045	-3284.875425155026	-1069.156481897579	-138.1767086558787	-0.04271082825265676	1.159529985313507	-0.03072470537710086	-0.008881123299042001	0.0008982986287888223	9.170858560990032e-06	-9.440273670701768e-06	8.669129562518163e-07	-3.361153241808682e-10	-8.608786758653684e-09	9.990672710440192e-10	-2.926918408257594e-11	-6.966999517035652e-12	1.135181707479806e-12	-5.526159736411391e-14	-6.685083801527126e-15	1.329833970772478e-15	-2.746379762287442e-17	-1.764395702986974e-17	-7.102715061861384e-19	1.813612518608565e-06	0.005038774814251301	2e-10	1e-05
-92	-3690.76503912684	-3224.100504362886	-1047.345959528773	-134.9438421907134	0.007663540771117577	1.131491247739134	-0.0305383439080999	-0.008623329266830571	0.0008786938536911683	8.258515799157903e-06	-9.157003020343962e-06	8.468908261469599e-07	-1.047249627641471e-09	-8.318079935907422e-09	9.719688319736727e-10	-2.908867887844742e-11	-6.694430505391453e-12	1.099813235658449e-12	-5.409568604499857e-14	-6.406512333991685e-15	1.285748954946881e-15	-2.709743405733848e-17	-1.70159304335522e-17	-6.828068657779375e-19	3.207895415968665e-07	0.005138900983734707	2e-10	1e-05
-91	-3623.746216030005	-3160.226369295022	-1024.480878501428	-131.565109841656	0.05923936603819024	1.102207353880567	-0.03033208423660678	-0.008354983700057097	0.0008581742116524274	7.320037446206371e-06	-8.862294590317666e-06	8.259595069372719e-07	-1.774970535122789e-09	-8.016178376400182e-09	9.437274529337179e-10	-2.888910625525356e-11	-6.411926751196539e-12	1.063038426443884e-12	-5.287434138696501e-14	-6.118013988448118e-15	1.239954583006134e-15	-2.670847936393336e-17	-1.636422207389135e-17	-6.543381481137335e-19	2.773953021717457e-05	0.005237018214260147	2e-10	1e-05
-90	-3553.239609542419	-3093.184244901035	-1000.538670219094	-128.0375536404519	0.1120224242384284	1.071653365108557	-0.030105318484191	-0.008075891301230551	0.0008367205361944995	6.355164686932617e-06	-8.55593994079725e-06	8.041003524158551e-07	-2.519327661800764e-09	-7.702889622978784e-09	9.1432129705636e-10	-2.866986888565312e-11	-6.119330370983833e-12	1.024832162663975e-12	-5.159637444777968e-14	-5.819436955118793e-15	1.192421319736776e-15	-2.629635175823723e-17	-1.568843847683688e-17	-6.248494281303877e-19	1.079459271324801e-05	0.005332960027817135	2e-10	1e-05
-89	-3479.16710187039	-3022.905388234328	-975.4968273432328	-124.3582341582352	0.1660171766896618	1.039804519578085	-0.0298574283683371	-0.007785859281713331	0.0008143137362930812	5.363659294905339e-06	-8.237733564092743e-06	7.812948160728344e-07	-3.280350084904613e-09	-7.378024839168964e-09	8.837287558003081e-10	-2.843035813444751e-11	-5.816487540926426e-12	9.851697221360271e-13	-5.026059889171074e-14	-5.5106338788129e-15	1.143120175599614e-15	-2.586046413779327e-17	-1.498819476470779e-17	-5.943251951268889e-19	1.244193582272679e-06	0.00542655148022142	2e-10	1e-05
-88	-3401.450634489723	-2949.321244869729	-949.3329601889935	-120.524238943095	0.2212266259813095	1.006636305418023	-0.0295877855297331	-0.007484698046273742	0.0007909348466733927	4.34530624545478e-06	-7.90747364034573e-06	7.575245026480393e-07	-4.058044207073796e-09	-7.041399596883398e-09	8.519285203400288e-10	-2.816995428291124e-11	-5.503249250092678e-12	9.44026872806506e-13	-4.886583391062397e-14	-5.191462637093841e-15	1.092022826568264e-15	-2.540022486464452e-17	-1.426311638275867e-17	-5.627504291580789e-19	1.083907950782947e-05	0.005517610202292911	2e-10	1e-05
-87	-3320.011862547942	-2872.363142933019	-922.0246955327325	-116.5326690407199	0.2776523747467744	0.9721243468918773	-0.02929574917043345	-0.007172220271136893	0.000766564942439876	3.299911956652484e-06	-7.564961044679144e-06	7.32771084639807e-07	-4.852394665214433e-09	-6.692832926793633e-09	8.188994801799874e-10	-2.788802439362247e-11	-5.179470478468399e-12	9.013797512115438e-13	-4.741089908619275e-14	-4.861785524101193e-15	1.039101467763042e-15	-2.491503552741109e-17	-1.351283709200273e-17	-5.301105169596349e-19	5.427061611773532e-05	0.005605948762753776	2e-10	1e-05
-86	-3234.772869697417	-2791.962947861187	-893.5499018634413	-112.3806707364809	0.3352942861836614	0.936244676079882	-0.02898066943697852	-0.00684824327792155	0.0007411853340943941	2.227311297376829e-06	-7.210001939048053e-06	7.070164974931952e-07	-5.663359213472114e-09	-6.33214992089645e-09	7.846209768697787e-10	-2.758392522223032e-11	-4.84501258569643e-12	8.572051848142893e-13	-4.589462592301552e-14	-4.521471680071865e-15	9.843292116594339e-16	-2.440429503351207e-17	-1.273700458825861e-17	-4.963914950595487e-19	1.88217674851332e-05	0.005691370823860287	2e-10	1e-05
-85	-3145.655940636192	-2708.052865252243	-863.8866258354674	-108.0654274162886	0.394150482324318	0.8989736648279922	-0.02864188559438818	-0.00651258851446978	0.0007147775149238632	1.127367048858755e-06	-6.842407219481561e-06	6.802428889770555e-07	-6.49086873148458e-09	-5.959181226090024e-09	7.490727455636023e-10	-2.725700154757011e-11	-4.499742897116376e-12	8.114806252238458e-13	-4.431585464871219e-14	-4.170396690480147e-15	9.276800094557263e-16	-2.386739804837625e-17	-1.193527945209856e-17	-4.615800071798848e-19	7.677566777997136e-06	0.005773673522061706	2e-10	1e-05
-84	-3052.58407319176	-2620.565913772609	-833.0132564219786	-103.5841829755347	0.4542170638778811	0.8602882256652423	-0.02827872820193859	-0.006165083335659607	0.0006873233039921146	-2.450994464354444e-11	-6.461994464957568e-06	6.524327629956819e-07	-7.334823022358926e-09	-5.573765016897576e-09	7.122351043748928e-10	-2.690658802044577e-11	-4.143536530692006e-12	7.641843911809926e-13	-4.267344264660221e-14	-3.808444450342274e-15	8.691289524767704e-16	-2.330373785195848e-17	-1.110733942068715e-17	-4.25663489956724e-19	1.713597046526516e-05	0.005852645117275346	2e-10	1e-05
