particle charge	B0	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	relative error min	relative error max	min radius	max radius
-100	-6684.650036204456	-6097.523784972704	-2082.820257866499	-289.2096548139884	-2.479187529474975	2.470740047663608	-0.03850859436154326	-0.0210072678932376	0.001811177595178402	5.302758493713743e-05	-2.277833012723716e-05	1.800955919919803e-06	3.421853390584424e-08	-2.234662254126166e-08	2.270726812083386e-09	-3.66854290475622e-11	-1.990306326984861e-11	2.802898030477858e-12	-1.093715364343013e-13	-1.993284688911668e-14	3.413076044103138e-15	-4.394735752032761e-17	-4.739190619753872e-17	-2.014489842133939e-18	9.059252471632639e-05	0.005834477329763388	2e-10	1e-05
-99	-6786.842620149891	-6186.450203781101	-2111.577959207033	-292.9033932340131	-2.478739431490288	2.501677213115295	-0.03934070149796257	-0.02124331345949932	0.001835169092423205	5.326221494632493e-05	-2.30293830372505e-05	1.824087047391244e-06	3.420183195005909e-08	-2.257541229335133e-08	2.297349735399785e-09	-3.747140651031374e-11	-2.008796409135196e-11	2.833115444585677e-12	-1.108482030386014e-13	-2.011010264243484e-14	3.448453751639507e-15	-4.468401484235347e-17	-4.786078529366978e-17	-2.033337061705993e-18	1.686249113053151e-05	0.005822930715014385	2e-10	1e-05
-98	-6887.507219966818	-6273.866344607795	-2139.774746538653	-296.5103968080325	-2.476547762211159	2.531856272126296	-0.04017221966877052	-0.02147205086580907	0.001858649438769697	5.346643707820422e-05	-2.327233763010266e-05	1.846687800986136e-06	3.415962895657231e-08	-2.279564969146071e-08	2.323218476583985e-09	-3.825744602242461e-11	-2.026457869979135e-11	2.862309986800954e-12	-1.122953167715478e-13	-2.027876157375911e-14	3.482534775036485e-15	-4.541387295232226e-17	-4.831085503515349e-17	-2.051345998291828e-18	1.115372525495317e-05	0.00580318871982366	2e-10	1e-05
-97	-6986.468917080351	-6359.610637152919	-2167.35459824136	-300.0227037167193	-2.472521878450367	2.561208885129154	-0.04100234521504453	-0.02169287903508485	0.00188156964010888	5.363844503932714e-05	-2.350653756393968e-05	1.868708971294737e-06	3.409060965747271e-08	-2.3006675433805e-08	2.348268887385409e-09	-3.904281760157554e-11	-2.043230270903091e-11	2.89040015014236e-12	-1.137099584351578e-13	-2.043821044929348e-14	3.515218537446561e-15	-4.613588806049699e-17	-4.874069815040141e-17	-2.068455415286092e-18	3.100950821421922e-05	0.005774805247991566	2e-10	1e-05
-96	-7083.543175746247	-6443.512755124664	-2194.258505110233	-303.4319367797078	-2.466567419703553	2.589663164545202	-0.04183022148513429	-0.02190516654632977	0.001903878113460919	5.377635295745604e-05	-2.373129352802531e-05	1.890098770593889e-06	3.399340565100706e-08	-2.320779769007084e-08	2.372433545347771e-09	-3.982674178979505e-11	-2.05905025577439e-11	2.917300359106509e-12	-1.150890529959399e-13	-2.058780672228668e-14	3.54639949221062e-15	-4.684895517814517e-17	-4.914882812811162e-17	-2.08460112201576e-18	4.76179531382348e-05	0.00573732113905201	2e-10	1e-05
-95	-7178.535477167483	-6525.393289014024	-2220.424361031781	-306.7292887193506	-2.458586229475987	2.617143549737901	-0.04265493636129172	-0.02210825061129839	0.001925520593204587	5.387819335206164e-05	-2.394588214043385e-05	1.91080274055423e-06	3.386659436991757e-08	-2.339829104823124e-08	2.39564164136058e-09	-4.060838725263361e-11	-2.073851460385965e-11	2.942920835234868e-12	-1.164293638352546e-13	-2.072687764199553e-14	3.575966961722922e-15	-4.755190555083579e-17	-4.953368702110326e-17	-2.099715882376451e-18	1.202741236083771e-05	0.005745089819541582	2e-10	1e-05
-94	-7271.240840374506	-6605.063315965951	-2245.786818622513	-309.9055025673896	-2.448476234748322	2.643570640500796	-0.04347551914869469	-0.02230143569790672	0.001946440006970723	5.394191419833713e-05	-2.414954446219579e-05	1.930763629762676e-06	3.370869745502609e-08	-2.357739508401891e-08	2.417818829023041e-09	-4.13868677784555e-11	-2.087564388188871e-11	2.967167415400817e-12	-1.17727485168481e-13	-2.085471902466841e-14	3.603804918652092e-15	-4.824350336151025e-17	-4.989364244885148e-17	-2.113729289368008e-18	7.168671676738292e-05	0.005774814699553876	2e-10	1e-05
-93	-7361.443272931298	-6682.323905974145	-2270.27712321325	-312.9508490730145	-2.43613129971009	2.668861004962278	-0.04429093707164336	-0.02248399193570344	0.001966576332841017	5.396537542896835e-05	-2.434148427474257e-05	1.949921252657187e-06	3.351817875580307e-08	-2.374431269716981e-08	2.438887050464401e-09	-4.2161238915631e-11	-2.100116265127746e-11	2.989941340884678e-12	-1.189798333409478e-13	-2.097059381452595e-14	3.629791731488008e-15	-4.892244199107699e-17	-5.022698410312902e-17	-2.126567618437418e-18	0.0001082378832932829	0.005796828299195478	2e-10	1e-05
-92	-7448.915283099702	-6756.965684560209	-2293.822966330513	-315.8551068692801	-2.421441109994301	2.69292701112709	-0.04510009205437835	-0.02265515372865865	0.001985866473489117	5.394634605614002e-05	-2.452086658378623e-05	1.968212365447521e-06	3.329344278525954e-08	-2.3898208675303e-08	2.458764384299679e-09	-4.293049485845212e-11	-2.111430915384759e-11	3.011139074607342e-12	-1.201826391280821e-13	-2.107373085730575e-14	3.653799944879023e-15	-4.958734063449588e-17	-5.053192074458136e-17	-2.138153702063774e-18	8.424465059486685e-05	0.005810582409207843	2e-10	1e-05
-91	-7533.417337609993	-6828.768346276212	-2316.348322537937	-318.6075403545091	-2.404291039834755	2.715676638944394	-0.04590181717180385	-0.02281411820435878	0.002004244115937572	5.388250090813332e-05	-2.468681594609332e-05	1.985570527771793e-06	3.303283294062217e-08	-2.40382080854667e-08	2.477364875790741e-09	-4.369356501451831e-11	-2.121428621953411e-11	3.030652096628964e-12	-1.213319391595152e-13	-2.116332352291419e-14	3.675696033653267e-15	-5.023674054952144e-17	-5.080657683643074e-17	-2.148406789041208e-18	5.922747578268606e-05	0.005815509462439916	2e-10	1e-05
